,company_name,job_summary,job_title,City,State
18,Horizontal,A successful Data Engineer will have the following:Prior experience extracting data disconnected data repositories.5+ years experience Scala or Python.,Sr. Big Data Developer,Centennial, CO
19,Cloud Agronomics,"You're experienced in optimizing ‘big data' pipelines, architectures, and data sets with large-scale data storage, processing, or scientific data flows.","Cloud Engineer, ML/AI",Boulder, CO
20,Cloud Agronomics,Experience working with remote sensing and/or geospatial data.Leverage cloud-based technologies to collate and pre-process model input data.,Machine Learning Scientist,Boulder, CO
21,TD Ameritrade,"BDE (Certified Big Data Engineer).Experience in data profiling, data mining, data cleaning, feature engineering and predictive analytics.",Lead Data Scientist,Denver, CO
22,Accenture,The AWS Data Engineer is a highly performant engineer responsible for delivering Cloud based Big Data and Analytical Solutions at our clients.,AWS Data Engineer,Denver, CO
23,Recurly,"We are looking for an energetic and dynamic Data Engineer to help build, maintain, and evolve our Data Platform.",Senior Data Engineer,Boulder, CO
24,HP,"Key skills will by Python, Scala, and Databricks Spark, as applied in a data engineering capacity.Fluent in structured and unstructured data, its management,…",Data Engineer - Spark Data Engineer,Fort Collins, CO
25,GHX,We are looking for an Experienced Data Engineer for a 6-month contract (possibility to extend or convert to FTE) to join our new Data Organization.,US Contractor - Data Engineer (Big Data),Louisville, CO
26,SonderMind,"We are seeking a Data Engineer to own the design, build, and organization of all data initiatives for SonderMind.You'll excel in this role if:",Data Engineer,Denver, CO
27,University of Colorado,"This may include data acquisition, processing workflows, tool development, data management and curation, data discovery, data integration and person level…",Health Data Engineer/Architect,Aurora, CO
28,"ArcherDX, INC.","Experience working in a SW Developer / Data Engineer or similar role.Become familiar with and employ industry-leading data standards, striving for findable,…",Software Developer/Data Engineer (ADX-98-19),Boulder, CO
29,Transamerica,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…",Data Engineer,Denver, CO
30,BryterCX,"BryterCX is seeking a Data Engineer to work with our Denver, CO office.Experience with time series data, and/or data visualization and analytics is preferred.",Data Engineer,Greenwood Village, CO
31,Accenture,"Gather, engineer, and prepare data to help clients make smarter decisions.You have hands-on experience with any of the following programming languages: Python,…",Data Engineer Consultant,Denver, CO
32,Code42,As an engineer at Code42 you'll be working on challenging problems focusing on data engineering.Designing and developing high-volume data pipelines within AWS.,Data Engineer,Broomfield, CO
33,"The AEgis Technologies Group, Inc.","This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Hadoop Expert,Colorado Springs, CO
34,BryterCX,"BryterCX is seeking a Senior Data Engineer to work with our Denver, CO office.Experience with creating and consuming time series data, data visualization…",Sr. Data Engineer,Greenwood Village, CO
35,"Starz Entertainment, LLC","Create data tools for analytics and data scientist team members that assist them in building and optimizing our products.Web Server Frameworks: Flask, Node.js.",Sr. Data Engineer,Englewood, CO
36,CirrusMD,"Building and optimizing data pipelines, architectures and data sets.Automating and optimizing ingestion of outside data from customers.",Data Engineer,Denver, CO
37,Leidos,As a Data Engineer you will have the opportunity to:Support of production data processing and data distribution systems.Provide direct support to end users.,Data Engineer with TS/SCI with Poly,Aurora, CO
38,CACI,We are seeking a passionate Data Engineer.Work with external data providers and stakeholders to engineer the ingest of and distribution of mission-relevant…,Data Engineer (Up to 25% Profit Sharing Benefit!),Denver, CO
39,"Modern Technology Solutions, Inc. (MTSI)","This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Data Architect,Colorado Springs, CO
40,"Integration Innovation, Inc. (i3)","This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…",Data Architect,Colorado Springs, CO
41,"Davidson Technologies, Inc.","This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…","Mid-Level/Senior Data Architect - Colorado Springs, CO",Colorado Springs, CO
42,Oracle,Python Software Engineer ( Data Engineer)-1900192A.Providing thought leadership in the implementation of data pipelines and workflows.,Python Software Engineer ( Data Engineer),Broomfield, CO
43,BombBomb,"A Data Engineer eager to learn and collaborate with those around them, who produces quality results with a low frequency of serious defects.",Data Engineer,Colorado Springs, CO
44,Havenly,Partner with the Data Science team to provide data infrastructure for a variety of projects including ETLs to the data warehouse powering the BI of Havenly.,Data Engineer,Denver, CO
45,TTEC,"Senior Big Data Engineer-Remote/ Telecommute.Understanding of complex data flows, identification of data processing bottlenecks and designing and implementing…",Senior Big Data Engineer,Englewood, CO
46,Oracle,"Working knowledge of data analysis / data science.We are looking for an experienced data engineer / Database Administrator to help ETL, manage, and…",Principal Data Engineer & DBA,Broomfield, CO
47,Deloitte,"As a Service Delivery Data Engineer, you’ll manage the delivery of customer experience & marketing data solutions for our clients.",Service Delivery Data Engineer,Denver, CO
48,Insurity,Valen Analytics is looking for a Data Engineer to expand our growing data processing needs.Troubleshoot basic data and data engineering issues.,Data Engineer,Denver, CO
49,Valen Analytics,"Valen Analytics is looking for a Data Engineer to expand our growing data processing needs.As a Data Engineer, you will work with customers, Valen team members…",Data Engineer,Denver, CO
50,HelloFresh,"At least 3 years' experience as a Data Engineer.Expand and optimize our data and data pipeline architecture and data flow.Airflow, Luigi, AWS Glue, MoSQL.",Data Engineer (Green Chef),Boulder, CO
51,Charles Schwab,"We are looking for a Data Engineer who has passion for data and comes with data engineering background.Designing schemas, data models and data architecture for…",Jr. Data Engineer,Lone Tree, CO
52,Accenture,The GCP Data Engineer is a highly performant engineer responsible for delivering Cloud based Big Data and Analytical Solutions for our clients.,Google Data Engineer,Denver, CO
53,BP,"The Data Engineer works with the L48’s IT platform owners, data analytics teams, data scientists, and data warehouse architect in order to understand and aid in…",Data Engineer,Denver, CO
54,Aegon,"Partner with data scientists, analytics engagement managers, and other data engineers to discover, collect, cleanse, and refine the data needed for analysis and…",Data Engineer,Denver, CO
55,"Davidson Technologies, Inc.","This includes working with many of the following technologies: data pipelines, data services, operational data stores, data warehouses, data marts, big data…","AMCOM Express - Ballistic Missile Defense (BMDS) - Data Manager/Architect - Colorado Springs, CO",Colorado Springs, CO
56,Deloitte,"Producing high-quality code in Python.Design and implements data tools for analytics and data scientist team members to help them in building, optimizing and…",Data Engineer,Denver, CO
57,Colorado Christian University,Colorado Christian University is currently looking for qualified Data Engineer instructors to become affiliate faculty.Screen Resolution: 1024x768 or higher.,Adjunct/Affiliate Faculty- Data Engineering,Colorado,
58,Fanatics Inc.,"As the Senior Data Engineer, you will be designing and building inventory intelligence data pipelines and application platform services that power business…",Sr. Data Engineer,Boulder, CO
59,ITmPowered,"Understand technical data sources, data structures, data quality and necessary transformations to aggregate, enrich, validate, and publish data.",Tableau Developer Data Engineer (BHJOB22048_585),Denver, CO
